"Export time:  2/11/2024, 3:10:05 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0BTZ3QH15","EcoPreps Glass Food Storage Containers with Bamboo Lids【4 Pack】100% Plastic Free, Eco-Friendly, Oven & Microwave Safe Glass Meal Prep Containers, Glass Lunch Containers | Bamboo Lid Storage Containers","EcoPreps","$44.95","459","9","$20,632","02/05/2023","$30.58","4.4","126","$14.37","29,155","7","FBA","1","Kitchen & Dining","Standard","7 x 6 x 9 in","7.13 lb","https://www.amazon.com/dp/B0BTZ3QH15"
"","","B08B4WDZ4L","DE Glass Food Storage Containers with Bamboo Lids (3 Pack, 51 Ounce) Eco Friendly Meal Prep Containers Reusable  Airtight, Plastic Free, BPA Free","DE","$39.99","514","15","$20,555","07/12/2023","$26.36","4.4","1,234","$13.63","19,087","6","FBA","1","Kitchen & Dining","Standard","7 x 9 x 9 in","7.74 lb","https://www.amazon.com/dp/B08B4WDZ4L"
"","","B0C61CQ3N4","AMOTIE Set of 3 Glass Food Storage Containers with Airtight Bamboo Lid, Glass Storage Canisters, Large Glass Food Jar, Glass Flour and Sugar Containers","AMOTIE","$20.99","140","4","$2,939","05/22/2023","$11.41","4.6","40","$9.58","57,759","6","FBA","1","Kitchen & Dining","Standard","4 x 5 x 4 in","3.55 lb","https://www.amazon.com/dp/B0C61CQ3N4"
"","","B092YVHDLM","Urban Green Glass Containers with Bamboo Lids, Glass Storage Containers, Bamboo Glass with Lids, Bamboo Lid Glass Containers, Oven, Freezer, Microwave Safe, Pack of 4, 35oz","Urban Green","$38.89","487","9","$18,939","10/19/2019","$25.13","4.2","2,205","$13.76","30,976","6","FBA","1","Kitchen & Dining","Standard","6.693 x 11.772 x 8.858 in","8.091 lb","https://www.amazon.com/dp/B092YVHDLM"
"","","B07XNMC4L4","LEAVES AND TREES Y Stackable Kitchen Canisters Set, Pack of 5 Clear Glass Food Storage Jars Containers with Airtight Bamboo Lid for Candy, Cookie, Rice, Sugar, Flour, Pasta, Nuts","LEAVES AND TREES Y","$25.98","869","28","$22,577","09/07/2019","$14.45","4.7","3,447","$11.53","9,821","6","FBA","2","Kitchen & Dining","Standard","13.58 x 5.51 x 14.06 in","6.95 lb","https://www.amazon.com/dp/B07XNMC4L4"
"","","B09YY3JQ59","ComSaf Airtight Glass Food Storage Jars Set of 6, Clear Glass Food Storage Container with Sealing Bamboo Wooden Lid, Stackable Spice Jar, Kitchen Canister for Sugar, Tea, Coffee beans, Flour and Pasta","ComSaf","$29.99","1,686","46","$50,563","06/16/2022","$18.46","4.6","5,039","$11.53","5,816","7","FBA","4","Kitchen & Dining","Standard","10.276 x 14.291 x 5.433 in","3.938 lb","https://www.amazon.com/dp/B09YY3JQ59"
"","","B0B79YV58S","20 OZ Glass Food Storage Jars with 132 Pantry Labels Preprinted - 6 Pcs Thicken Glass Storage Containers with Airtight Bamboo Lid - Clear Kitchen Canister for Spice, Tea, Coffee, Sugar, Cookie, Candy","HHMJSM","$27.89","944","27","$26,328","07/21/2022","$16.38","4.6","1,249","$11.51","10,245","7","FBA","1","Kitchen & Dining","Standard","11.38 x 4.96 x 15.67 in","1.25 lb","https://www.amazon.com/dp/B0B79YV58S"
"","","B0CFG2KTR3","Micheva Trading Company Extra Large Airtight Glass Food Storage Containers with Bamboo Lids, 100 FL OZ (3000 ml), 2-Pack","Micheva Trading Company","$25.98","86","3","$2,234","08/10/2023","$14.15","4.7","13","$11.83","87,647","6","FBA","1","Kitchen & Dining","Standard","7.5 x 10.5 x 14.5 in","4.88 lb","https://www.amazon.com/dp/B0CFG2KTR3"
"","","B0CN4MNXX7","Spreccio Set of 6 Airtight Glass Jars with Bamboo Lids and Spoons, 22 OZ Glass Food Storage Jars Perfect for Coffee, Tea, Sugar, Spices, Beans, and More","Spreccio","$27.99","172","6","$4,814","11/10/2023","$18.00","5","1","$9.99","47,067","7","FBA","1","Kitchen & Dining","Standard","3.34 x 4.72 x 3.34 in","2.87 lb","https://www.amazon.com/dp/B0CN4MNXX7"
"","","B08B6CSCNL","Dabacc 4 Pack Glass Jars with Airtight Bamboo Lids, Glass Kitchen Canisters Clear Container for Food Storage of Dry Goods, Cookie, Candy, Spices, Coffee Beans and More, 18.6 OZ","Dabacc","$20.99","580","18","$12,174","06/14/2020","$12.05","4.6","876","$8.94","15,748","7","FBA","1","Kitchen & Dining","Standard","3.94 x 3.94 x 3.94 in","2.97 lb","https://www.amazon.com/dp/B08B6CSCNL"
"","","B0BDFVTF19","Tessco 5 Pieces Glass Containers with Bamboo Lids 36 oz/ 1040 ml Airtight Glass Food Storage Containers Microwave Oven Freezer Glass Bowls with Lids for Lunch Meal Pantry Cabinet Organization","Tessco","$38.99","50","","$1,950","11/02/2022","","3.4","28","","214,187","7","FBA","1","Kitchen & Dining","","","","https://www.amazon.com/dp/B0BDFVTF19"
"","","B0BFB68B4Z","ComSaf 111 oz Glass Food Storage Containers, Glass Flour and Sugar Containers with Airtight Lids, Large Square Glass Jars with Bamboo Lids for Rice, Pasta, Oats, Grains, Cookies, Coffee Beans","ComSaf","$26.99","1,837","80","$49,581","11/10/2022","","4.6","1,778","","3,014","6","FBA","1","Kitchen & Dining","","","","https://www.amazon.com/dp/B0BFB68B4Z"
