"Export time:  2/1/2024, 11:06:57 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0CNCM9X5N","BAILABA Emergency Tool (65 Inch)","BAILABA","$37.99","221","13","$8,396","11/14/2023","$27.64","4.6","10","$10.35","12,227","4","FBA","1","Automotive","Standard","6.46 x 2.72 x 17.17 in","2.72 lb","https://www.amazon.com/dp/B0CNCM9X5N"
"","","B0CDGPQ3VD","auomii 18PCS Tool Sets 67 Inch Long Reach Tool, Emergency Tool, Hand Tools and Home","auomii","$42.99","285","11","$12,252","08/01/2023","$32.04","4.8","20","$10.95","15,718","5","FBA","1","Automotive","Standard","7.13 x 2.05 x 17.76 in","2.55 lb","https://www.amazon.com/dp/B0CDGPQ3VD"
"","","B0CGJHRDXR","warino 27 piezas kit de emergencia para automvil de con cua para Ventana de automvil Bomba de Bolsa de cua de aire agarrador de Largo alcance herramienta de extraccin de recorte automtico","warino","$32.99","53","2","$1,748","08/23/2023","$23.24","","","$9.75","129,451","7","FBA","1","Automotive","Standard","5.9 x 3.54 x 17 in","2.4 lb","https://www.amazon.com/dp/B0CGJHRDXR"
"","","B07XB4BFPP","IMPROVED 3 Piece Commercial Grade Air Wedge Bag Pump Professional Leveling Kit & Alignment Tool Inflatable Shim Bag. 3 Sizes(Small, Medium, Large) for a Variety of Jobs. 300 LB Rating","PAFOWO","$15.99","1,453","49","$23,233","09/03/2019","$9.82","4.5","4,212","$6.17","6,906","6","FBA","1","Tools & Home Improvement","Standard","7.8 x 1.89 x 10.71 in","0.32 kg","https://www.amazon.com/dp/B07XB4BFPP"
"","","B0CN6Q9K13","Kuntech Engine Timing Tool Kit Compatible with Mercedes Benz M133 M270 M274, 15PCS Camshaft Locking Alignment Timing Tools Set with Carrying Case & Gloves","Kuntech","$75.99","","","","11/12/2023","","","","","","6","FBA","1","","Standard","8 x 2 x 10 in","4 lb","https://www.amazon.com/dp/B0CN6Q9K13"
"","","B0CQPH1237","Yliebeter Stainless Steel Long Reach Tool Red","Yliebeter","$24.99","30","1","$749.70","12/19/2023","$16.85","","","$8.14","170,113","4","FBA","1","Automotive","Standard","5 x 0.7 x 17 in","1.2 lb","https://www.amazon.com/dp/B0CQPH1237"
"","","B0CKYWSVVT","EBUYFIRE 52.7' Long Reach Tool for Car, Car Wheel Push-Pull Hook, Garage Door Pull Hook","EBUYFIRE","$21.99","21","","$461.79","10/12/2023","$14.21","2","1","$7.78","293,113","5","FBA","1","Automotive","Standard","6.65 x 1.3 x 17.28 in","1.21 lb","https://www.amazon.com/dp/B0CKYWSVVT"
"","","B0BRJPB7GB","YukiHalu Emergency Tool, 67' Long Reach Tool (1)","YukiHalu","$25.99","819","27","$21,286","01/01/2023","$17.73","4.4","314","$8.26","4,907","4","FBA","3","Automotive","Standard","6.18 x 0.98 x 17.44 in","1.23 lb","https://www.amazon.com/dp/B0BRJPB7GB"
"","","B07751F8Y3","The Original Rhino Strong Commercial Grade Air Wedge Bag Pump Professional Leveling Kit & Alignment Tool Inflatable Shim Bag 3 Piece (Small, Medium, Large). 3 sizes for all of your individual needs.","Rhino Strong","$21.95","3,500","123","$76,825","11/19/2017","$12.87","4.7","7,763","$9.08","2,169","6","FBA","1","Tools & Home Improvement","Standard","8.82 x 2.76 x 12.32 in","1.06 lb","https://www.amazon.com/dp/B07751F8Y3"
"","","B0CQFSJX1W","FirFiltr 20PCS Car Tools Kit for All Vehicles with Carrying Bag","FirFiltr","$39.99","150","5","$5,999","12/15/2023","$29.40","","","$10.59","38,460","3","FBA","1","Automotive","Standard","6.81 x 3.43 x 17.36 in","2.46 lb","https://www.amazon.com/dp/B0CQFSJX1W"
