"Export time:  2/1/2024, 11:12:49 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0CCLW1H9S","Mini Tagging Gun Set with 5 Interchangeable Needles and 500 Fasteners (50mm), Compact and Durable","YUKEI","$9.99","36","1","$359.64","07/22/2023","$4.95","4.1","8","$5.04","118,933","6","FBA","1","Office Products","Standard","7.17 x 1.26 x 8.54 in","5 oz","https://www.amazon.com/dp/B0CCLW1H9S"
"","","B0B9MYVZW8","3576 Pcs Tagging Gun Clothes Garment Tag Attacher Kit with Needles Standard Plastic Barbs Fasteners Hang Tag Strings Gourd Safety Pins Retail Price Tags Size Labels for Store Warehouse (Black, White)","Chumia","$19.99","587","19","$11,734","08/14/2022","$13.22","4.5","648","$6.77","12,710","7","FBA","4","Office Products","Standard","9.45 x 1.73 x 9.8 in","11.3 oz","https://www.amazon.com/dp/B0B9MYVZW8"
"","","B0CC4WYMWP","Origin-Joy 5000 PCS Micro Tagging Gun Fasteners Refills, Clothing Tag Barbs Stitch Attachments for All Micro-Mini Price Tag Gun (Nylon, White, 5.4 mm)","Origin-Joy","$13.99","102","3","$1,427","07/17/2023","$8.97","4.4","6","$5.02","66,595","6","FBA","1","Office Products","Standard","4.57 x 0.67 x 4.61 in","2.08 oz","https://www.amazon.com/dp/B0CC4WYMWP"
"","","B0CGPMDZPX","1606pcs Tagging Gun Kit, Tagging Gun for Clothing, Standard Retail Price Tag Attacher Gun Kit for Clothes Labeler with 6 Steel Needles and 1600 1-in Barbs Fasteners","Hobanga","$9.55","94","4","$897.70","08/26/2023","$4.58","4.2","9","$4.97","52,800","7","FBA","1","Office Products","Standard","5.24 x 1.73 x 5.28 in","5 oz","https://www.amazon.com/dp/B0CGPMDZPX"
"","","B0CLXNWTXG","Comkrivy 7255 Pcs Tagging Gun for Clothing, Price Tag Gun for Clothes with 300 Pcs Price Tags, 5 Pcs Needles, 6048 Pcs Barbs Fasteners, 500 Pcs Safety Pins and 400 Pcs Hang Tag Strings for All Fabrics","Comkrivy","$19.99","327","7","$6,537","10/26/2023","$11.85","4","4","$8.14","34,706","8","FBA","1","Office Products","Standard","7.99 x 2.05 x 11.34 in","1.1 lb","https://www.amazon.com/dp/B0CLXNWTXG"
"","","B0C8J3NR6S","Therwen 5072 Pcs Tagging Guns for Clothing Tag Attacher Gun Kit 12 Clothing Label Tagging Gun Price Retail Tagging Gun 60 Needles 5000 Barbs Fasteners for Boutique Cloth Warehouse Yard (Cyan)","Therwen","$44.99","48","2","$2,160","06/18/2023","$31.81","3.3","3","$13.18","94,028","7","FBA","1","Office Products","Standard","7.4 x 5.87 x 10.24 in","2.7 lb","https://www.amazon.com/dp/B0C8J3NR6S"
"","","B0CL6S591Z","GoLashFun 1206Pieces Clothing Tag Gun Kit,with 1000 Clear Barbs Fasteners,400PCS Price Tags,5 Steel Needles,Clothes Garment Price Label Tag Gun Tagging Machine Fabric Stitch Micro Gun for Clothing","GoLashFun","$9.99","10","","$99.90","11/26/2023","$4.42","4.3","3","$5.57","197,023","7","FBA","1","Office Products","Standard","6.06 x 2.09 x 7.91 in","9.9 oz","https://www.amazon.com/dp/B0CL6S591Z"
"","","B000YZCS3S","MicroStitch- 11173 4.4mm Micro Stitch Fastener Refills, Black 1,200/Pkg","MicroStitch","$10.95","245","9","$2,683","11/13/2007","$6.39","4.3","425","$4.56","24,920","5","FBA","9","Office Products","Standard","1.5 x 4.09 x 0.71 in","0.099 lb","https://www.amazon.com/dp/B000YZCS3S"
"","","B0BZR4L1B1","2006pcs Tagging Gun for Clothing, Price Tag Attacher Gun Kit for Clothes Labeler, Clothes Tagging Applicator Gun Set with 1600 1-in Barbs Fasteners, 400 Clothing Labels and 6 Steel Needles","Fifchall","$14.99","121","4","$1,814","03/27/2023","$8.97","4.7","60","$6.02","49,912","7","FBA","1","Office Products","Standard","6.02 x 2.13 x 6.06 in","10.2 oz","https://www.amazon.com/dp/B0BZR4L1B1"
"","","B0B25KLBBZ","100-Strips Double-Sided Tape for Fashion, Tape for Clothes, Fabric Tape for Women Clothing and Body, All Day Strength Tape Adhesive, Invisible and Clear Tape for Sensitive Skins","BearKig","$9.99","4,328","215","$43,237","05/23/2022","$5.65","4.4","3,982","$4.34","4,258","7","FBA","2","Health & Household","Standard","3.98 x 1.18 x 5.31 in","1.76 oz","https://www.amazon.com/dp/B0B25KLBBZ"
"","","B00C6JUKMQ","Dritz 3446 Quilter's Basting Gun with 500 Tacks Blue, 5 inches","Dritz","$23.76","","","$0.00","08/13/2013","$15.06","3.4","108","$8.70","215,842","5","AMZ","3","Arts, Crafts & Sewing","Standard","7.4 x 3.3 x 8.5 in","0.85 lb","https://www.amazon.com/dp/B00C6JUKMQ"
"","","B0CKQQKLM7","Jeffdad 10pcs Standard Tagging Gun Needles, Replacement Needles for Tagging Gun for Clothing Retail Tagging Gun Needles Price Tag Gun Needles Micro Gun Needles","Jeffdad","$5.99","30","1","$179.70","10/08/2023","$2.17","","","$3.82","130,525","7","FBA","1","Office Products","Standard","3.35 x 0.47 x 6.3 in","0.712 oz","https://www.amazon.com/dp/B0CKQQKLM7"
"","","B0CD76MKZP","Tagging Gun for Clothing, Price Tag Gun with 5 Needles & 5000 Pieces Barbs Fasteners Tag Attacher Guns Retail Tagging Gun for Warehouse Store Garage Yard Sale Consignment","JanFeel","$9.99","60","2","$599.40","07/30/2023","$4.72","5","5","$5.27","105,363","7","FBA","1","Office Products","Standard","6.1 x 3.43 x 10.08 in","7.8 oz","https://www.amazon.com/dp/B0CD76MKZP"
"","","B003YYIJ16","Avery Dennison Fine Tagging Gun Kit Gun+needle+1000 Avery Dennison Barbs","AVERY","$18.99","114","5","$2,165","08/08/2010","$12.60","4.4","542","$6.39","47,703","6","FBA","4","Office Products","Standard","4.1 x 2.2 x 5 in","0.01 oz","https://www.amazon.com/dp/B003YYIJ16"
"","","B0B925HZ5P","1606 Pieces Clothing Tagging Gun Kit for Clothes Labeler, Garment Price Tag Attacher Gun with 6 Steel Needles and 1600 1-in Barbs Fasteners for Fine Tagging Applications","Fifchall","$8.71","267","5","$2,326","08/08/2022","$3.63","4.3","285","$5.08","44,673","7","FBA","1","Office Products","Standard","5.28 x 1.77 x 5.31 in","8.4 oz","https://www.amazon.com/dp/B0B925HZ5P"
"","","B0BYMXG895","1 Set Clothing Tagging Gun, Standard Clothes Retail Price Tag Attacher Gun Set Kit with 5 Needles and 1000 Pcs 1.2'' Barbs Fasteners for Boutique Store Warehouse Consignment Garage Yard Sale","Booge","$9.99","10","","$99.90","03/15/2023","$4.95","5","3","$5.04","273,021","6","FBA","1","Office Products","Standard","7.4 x 2.01 x 9.33 in","4.8 oz","https://www.amazon.com/dp/B0BYMXG895"
"","","B0CMXT8ZP5","INZTUPD Handheld Sewing Machine for Beginners, Mini Sewing Machine with Two Gear for Quick Stitch, Portable Sewing Machine for Various Fabrics, Suitable for DIY, Home, Travel","INZTUPD","$26.98","187","1","$5,045","11/07/2023","","3.6","12","","87,618","7","FBA","1","Arts, Crafts & Sewing","","","","https://www.amazon.com/dp/B0CMXT8ZP5"
"","","B0BKSPFRMH","6 Pack Tagging Guns for Clothing Retail Price Tag Attacher Gun Clothing Label Tagging Machine Garment Tag Applicator for Boutique Store Warehouse Consignment Garage (Green, Grass Green)","Kigeli","$24.99","86","2","$2,149","11/05/2022","$16.10","3.4","32","$8.89","81,156","7","FBA","1","Office Products","Standard","8.54 x 2.28 x 11.93 in","1.46 lb","https://www.amazon.com/dp/B0BKSPFRMH"
"","","B0756HG3QM","Avery Dennison Fine Fabric Tagging Gun Tool Replacement Needles - 4 Pack 08944","AVERY","$11.99","126","2","$1,511","02/18/2017","$7.27","4.5","96","$4.72","76,691","5","FBA","8","Office Products","Standard","2.17 x 0.35 x 2.95 in","0.16 oz","https://www.amazon.com/dp/B0756HG3QM"
"","","B0CGB1Q2NR","Tagging Gun Kit for Clothing with Hanging Tags and Standard Gun Needles - Cloth tag attacher - Blue - Includes Tagging lables|Sale Tags","Generic","$9.99","68","2","$679.32","08/21/2023","$4.72","","","$5.27","77,575","7","FBA","1","Office Products","Standard","5.28 x 1.85 x 6.5 in","7 oz","https://www.amazon.com/dp/B0CGB1Q2NR"
"","","B07TH8P728","Premium Tagging Gun for Clothing Price Tag Gun with 5 Extra fine Micro Needles 1500 Barbs 1/4 inch Fasteners Quilt Basting Gun","SEWTCO","$29.99","10","","$299.90","06/23/2019","$21.19","4","73","$8.80","186,325","7","FBA","2","Office Products","Standard","5.5 x 1.5 x 6 in","5.6 oz","https://www.amazon.com/dp/B07TH8P728"
"","","B091JP2C6F","2006 Pieces Clothing Price Tags with Gun Set, Including Garment Price Tag Attacher with 5 Steel Needles 500 Clothing Label Tags and 1500 Plastic Fasteners Barbs (Novel Style)","Honoson","$17.59","363","11","$6,385","03/31/2021","$11.18","4.5","1,044","$6.41","22,064","7","FBA","1","Office Products","Standard","6.14 x 1.89 x 9.37 in","10.7 oz","https://www.amazon.com/dp/B091JP2C6F"
"","","B0C36STZPQ","Tagging Gun for Clothing, Tag Gun for Clothing, Retail Price Tags for Clothes with 6 Needles & 3500pcs 2' Barbs Fasteners Perfect for Warehouse, Consignment, Garage, Store, Boutique","DrfzCa","$8.59","358","13","$3,075","04/20/2023","$3.53","4.2","143","$5.06","18,452","7","FBA","1","Office Products","Standard","5.67 x 3.46 x 6.06 in","8.4 oz","https://www.amazon.com/dp/B0C36STZPQ"
"","","B0C7TM5P6Q","Tagging Gun for Clothing, 2006 Pcs Price Tag Attacher Gun Kit with 6 Steel Needles and 2000 pcs 2' Black Barbs Fasteners, Clothing Tagging Gun Retail for Warehouse Consignment Garage Yard Sale","Cosy Life","$13.99","510","17","$7,135","06/12/2023","$8.72","4.4","653","$5.27","14,358","7","FBA","1","Office Products","Standard","5.47 x 2.32 x 6.34 in","7 oz","https://www.amazon.com/dp/B0C7TM5P6Q"
"","","B0CFF73DMK","Mini Sewing Machine Kit - Mini Portable Handheld - Sewing Machines cordless for Beginners & Quick Stitching Home DIY Handmade Stitch Home Travel","CLOOLC","$32.99","97","2","$3,200","08/10/2023","","3.1","10","","72,678","7","FBA","1","Arts, Crafts & Sewing","","","","https://www.amazon.com/dp/B0CFF73DMK"
"","","B0CC4TK7W6","Origin-Joy 5000 PCS Standard Tagging Gun Fasteners - Boutique Series, Clothing Tag Barbs Attachments for All Standard Price Tag Gun (Big Head, Plastic, Clear, 25 mm)","Origin-Joy","$8.99","109","4","$979.91","07/17/2023","$4.10","4.5","2","$4.89","56,618","6","FBA","1","Office Products","Standard","4.09 x 2.17 x 9.49 in","5.6 oz","https://www.amazon.com/dp/B0CC4TK7W6"
"","","B07142VQCV","Ogrmar Clothing Garment Price Label Tagging Tag Gun/Machine + 5000pcs 2' Price Tagging Barbs","Ogrmar","$13.99","124","7","$1,735","01/14/2017","$8.35","4.5","4,136","$5.64","31,956","5","FBA","3","Office Products","Standard","3.4 x 5.3 x 8.9 in","5 oz","https://www.amazon.com/dp/B07142VQCV"
"","","B00PWQILU8","AMRAM Clothing Tagging Gun, Comfort Grip Model, Price Tag Attacher, Kit Includes Gray Standard Tagger, 1,250 2-in Barbs, 5 Needles; for Manufacturers, Retail, Boutiques, Consignment, Yard Sales","AMRAM","$15.99","291","9","$4,653","11/19/2014","$10.05","4.6","7,665","$5.94","26,213","7","FBA","1","Office Products","Standard","4.5 x 2.1 x 6 in","5.6 oz","https://www.amazon.com/dp/B00PWQILU8"
