"Export time:  2/1/2024, 11:02:52 AM","","ASIN","Product Name","Brand","Price","Monthly Units Sold","Daily Units Sold","Monthly Revenue","Date First Available","Net Revenue","Star Rating","Reviews","Amazon Fees","BSR","LQS","Seller Type","Sellers","Category","Product Tier","Dimensions","Weight","Link"
"","","B0BNPVSNGF","Cathyeen Cologne Organizer for Men Wood Perfume Organizer 4 Tiered Perfume Holder Stand with 3 Hidden Compartment Black","Cathyeen","$29.96","317","12","$9,497","11/30/2022","","4.4","107","","79,242","6","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0BNPVSNGF"
"","","B0CKBNTWR1","Black Wooden Cologne Organizer for Men - 3 Tier Wooden Perfume Display Stand with Drawer and Hidden Compartment for Organizing and Storing, Cologne Holder Shelf for Dresser","Fengligoo","$39.99","99","2","$3,959","10/02/2023","","4.1","6","","427,870","6","FBA","1","Clothing, Shoes & Jewelry","","","","https://www.amazon.com/dp/B0CKBNTWR1"
"","","B0C4H9SKWB","D.S.Exthefic 5 Tier Cologne Organizer for Men, Wooden Cologne Stand Rack Display Risers Shelf with Drawer Storage, Large Capacity Perfume Organizer Holder Stand for Man Women Dresser Room Decor","D.S.Exthefic","$35.99","192","6","$6,910","05/05/2023","$16.71","5","3","$19.28","143,207","7","FBA","1","Home & Kitchen","Oversize","13 x 9.8 x 15 in","3.1 lb","https://www.amazon.com/dp/B0C4H9SKWB"
"","","B08W2GWZVC","Homde Makeup Organizer 360 Degree Rotating Cosmetic Storage Display Perfume Organizer Cologne Organizer","Homde","$55.99","77","1","$4,311","02/04/2021","$39.96","4.6","155","$16.03","196,707","6","FBA","1","Beauty & Personal Care","Standard","12.008 x 7.677 x 12.008 in","5.071 lb","https://www.amazon.com/dp/B08W2GWZVC"
"","","B0BSLMJ6YC","Manzano Essentials Wooden Cologne Stand Organizer for Men - Bamboo 4 Tier Cologne Display Shelf with 2 Hidden Compartments, Perfume Holder, Dresser Organizer, Valet Tray, EDC Organizer - Black","Manzano Essentials","$32.95","192","3","$6,326","01/20/2023","","4.8","40","","230,981","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0BSLMJ6YC"
"","","B0CP2138XW","YIKIBOX Cologne Organizer with Hidden Compartment and Drawer,Wooden Perfume Organizer,Cologne Stand Organizer for Men and Storage Display Risers for Dresser,Great Gift for Men/Friend","YIKIBOX","$39.99","30","1","$1,200","12/31/2023","","4.2","19","","679,395","","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CP2138XW"
"","","B0CKBKSDYP","Nidnest Cologne Organizer for Men | 3 Tier Wooden Perfume Organizer With a Drawer and Hidden Compartments, Perfume Stand and Display Shelf, Bathroom Countertop Organizer, Perfume Holder, Black","Nidnest","$36.99","90","3","$3,329","10/02/2023","$30.26","","","$6.73","280,133","7","FBA","1","Home & Kitchen","Standard","9.3 x 3.55 x 12.6 in","3.64 lb","https://www.amazon.com/dp/B0CKBKSDYP"
"","","B0CM61D929","HZE Black Cologne Organizer Rack with Drawer and Hidden Compartment for Men Gifts, 3-Tier Pinewood Perfume Stand Organizer for Bedroom, Cologne Stand for Valentine's Day, Father's Day, Birthday","HZE","$29.99","30","1","$899.70","12/23/2023","","4.6","9","","588,220","","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CM61D929"
"","","B0CDMCQ1L7","GOH&FTY Cologne Organizer for Men,3 Step Arylic Waterproof Black Cologne Stand with Drawer and Secret Compartment,Perfume Cologne Holder Tray Display Shelf as a Gift for Men in Dresser,Bedroom","GOH&FTY","$35.99","118","5","$4,247","09/14/2023","","5","5","","160,042","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CDMCQ1L7"
"","","B0C5M6DWHN","upsimples Acrylic Riser Display Shelf, 4 Tier Perfume Organizer & Decoration, 12x9 Inch Makeup Organizer, Clear Display Stand for Funko Pop & Collection, Cupcake Holder, Cologne Stand,1 pack","upsimples","$15.99","2,996","6","$47,906","10/09/2023","","4.3","38","","148,194","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0C5M6DWHN"
"","","B0C3M76XCB","Wooden Cologne Organizer for Men, Perfume Organizer for Dresser, Cologne Stand with Hidden Storage and Drawer, Cologne Holder Tray Shelf, Fragrance Organizer Display Stand Rack, Gifts for Men","ONUEMP","$69.99","77","2","$5,389","04/25/2023","$52.76","4.6","34","$17.23","314,706","6","FBA","1","Home & Kitchen","Standard","12.6 x 5.1 x 9.4 in","3.76 lb","https://www.amazon.com/dp/B0C3M76XCB"
"","","B0CLGPMBYF","MOCAS Cologne Organizer for Men 3 Tier Wooden Cologne Stand with Drawer and 2 Hidden Compartment, Perfume Organizer for DresserCologne Display Shelf, Cologne Tray Holder, Ideal Gift for Men","MOCAS","$36.99","120","4","$4,439","10/19/2023","","4.7","5","","227,479","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CLGPMBYF"
"","","B09M8B1YTD","Spice Rack Organizer For Cabinet - 3 Tier Black Bamboo Wooden Expandable Display Shelf from 12.70 to 22.20 inch","Zri Bamboo","$22.99","5,045","131","$115,985","11/18/2021","$13.11","4.7","6,353","$9.88","1,579","6","FBA","3","Kitchen & Dining","Standard","8.15 x 13.23 x 4.65 in","2.141 lb","https://www.amazon.com/dp/B09M8B1YTD"
"","","B09SYNSVV1","Acrylic Display Stand for Funko POP Figures, 7-Tier Perfume Organizers and Storage Display Stand/Risers for Cupcake Dessert, Conutertop Desktop for Decoration and Organizer(Black)","graffitimaster","$27.79","473","13","$13,145","03/23/2022","","4.2","1,025","","71,098","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B09SYNSVV1"
"","","B0CJTL3BSP","POUYRBA Acrylic Riser, 12inch 4 Tier Acrylic Risers for Display Premium Clear Perfume Organizer Easy Assemble Skincare Organizers Cupcake Stand Sturdy Acrylic Shelves for Display Decoration and","POUYRBA","$13.99","164","8","$2,294","11/17/2023","","5","5","","113,184","7","FBA","1","Home & Kitchen","","","","https://www.amazon.com/dp/B0CJTL3BSP"
"","","B0CDGXJ77T","hismocal 3 Tier Wood Cologne Organizer for Men Christmas Gift,Cologne Stand Display Shelf, Great Men's Gift for Men with Drawer Holder Of Hidden Compartment Organizer,Wooden Stand Black","hismocal","$34.99","45","3","$1,575","08/01/2023","$23.01","4.4","22","$11.98","74,951","6","FBA","1","Office Products","Standard","12.6 x 3.93 x 8.85 in","4.44 lb","https://www.amazon.com/dp/B0CDGXJ77T"
